AppName,ExecutablePath,ShortcutPath,AppUserModelID
Microsoft.Mashup.Container.NetFX45,C:\Program Files\Microsoft Office\root\Office16\ADDINS\Microsoft Power Query for Excel Integrated\bin\Microsoft.Mashup.Container.NetFX45.exe,,
SKYPESERVER,C:\Program Files\Microsoft Office\root\Office16\SkypeSrv\SKYPESERVER.EXE,,
DW20,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\DW\DW20.EXE,,
FLTLDR,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\FLTLDR.EXE,,
model3dtranscoderwin32,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\model3dtranscoderwin32.exe,,
MSOICONS,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\MSOICONS.EXE,,
MSOXMLED,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\MSOXMLED.EXE,,
OLicenseHeartbeat,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\OLicenseHeartbeat.exe,,
operfmon,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\operfmon.exe,,
opushutil,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\opushutil.exe,,
ai,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\AI\ai.exe,,
aimgr,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\AI\aimgr.exe,,
SmartTagInstall,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Smart Tag\SmartTagInstall.exe,,
OSE,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Source Engine\OSE.EXE,,
eqnedt32,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\EQUATION\eqnedt32.exe,,
SQLDumper,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesX64\Microsoft Analysis Services\AS OLEDB\140\SQLDumper.exe,,
AppSharingHookController,C:\Program Files\Microsoft Office\root\vfs\ProgramFilesX86\Microsoft Office\Office16\AppSharingHookController.exe,,
accicons,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\accicons.exe,,
dbcicons,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\dbcicons.exe,,
grv_icons,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\grv_icons.exe,,
joticon,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\joticon.exe,,
lyncicon,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\lyncicon.exe,,
osmclienticon,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\osmclienticon.exe,,
outicon,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\outicon.exe,,
pj11icon,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\pj11icon.exe,,
pptico,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\pptico.exe,,
pubs,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\pubs.exe,,
sscicons,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\sscicons.exe,,
visicon,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\visicon.exe,,
wordicon,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\wordicon.exe,,
xlicons,C:\Program Files\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-1000-0000000FF1CE}\xlicons.exe,,
OneDriveStandaloneUpdater,C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdater.exe,,
FileCoAuth,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\FileCoAuth.exe,,
FileSyncConfig,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\FileSyncConfig.exe,,
FileSyncHelper,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\FileSyncHelper.exe,,
Microsoft.SharePoint,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\Microsoft.SharePoint.exe,,
Microsoft.SharePoint.NativeMessagingClient,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\Microsoft.SharePoint.NativeMessagingClient.exe,,
OneDriveFileLauncher,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\OneDriveFileLauncher.exe,,
OneDriveLauncher,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\OneDriveLauncher.exe,,
OneDrivePatcher,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\OneDrivePatcher.exe,,
OneDriveSetup,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\OneDriveSetup.exe,,
OneDriveUpdaterService,C:\Program Files\Microsoft OneDrive\25.075.0420.0002\OneDriveUpdaterService.exe,,
expediteupdater,C:\Program Files\Microsoft Update Health Tools\expediteupdater.exe,,
uhssvc,C:\Program Files\Microsoft Update Health Tools\uhssvc.exe,,
morningstreams-desktop,C:\Program Files\Morningstreams\Morningstreams Desktop Player\morningstreams-desktop.exe,,
uninstall,C:\Program Files\Morningstreams\Morningstreams Desktop Player\uninstall.exe,,
node,C:\Program Files\nodejs\node.exe,,
NPFInstall,C:\Program Files\Npcap\NPFInstall.exe,,
upx,C:\Program Files\NTCore\Explorer Suite\Extensions\CFF Explorer\UPX Utility\upx.exe,,
nvfvsdksvc_x64,C:\Program Files\NVIDIA Corporation\FrameViewSDK\nvfvsdksvc_x64.exe,,
nvrla,C:\Program Files\NVIDIA Corporation\FrameViewSDK\bin\nvrla.exe,,
PresentMon_x64,C:\Program Files\NVIDIA Corporation\FrameViewSDK\bin\PresentMon_x64.exe,,
FvContainer,C:\Program Files\NVIDIA Corporation\FrameViewSDK\FvContainer\FvContainer.exe,,
FvSDKTestClient,C:\Program Files\NVIDIA Corporation\FrameViewSDK\SDK\FvSDKTestClient.exe,,
FvSDKTestClient_Public,C:\Program Files\NVIDIA Corporation\FrameViewSDK\SDK\FvSDKTestClient_Public.exe,,
SETUP,C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\SETUP.EXE,,
NvSHIM,C:\Program Files\NVIDIA Corporation\NvBackend\NvSHIM.exe,,
NvTmRep,C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,,
nvcontainer,C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe,,
7z,C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\7z.exe,,
courgette,C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\courgette.exe,,
GeForce Experience Permission,C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\GeForce Experience Permission.exe,,
NVIDIA GeForce Experience,C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA GeForce Experience.exe,,
NVIDIA Notification,C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Notification.exe,,
NVIDIA Share,C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe,,
nvdlisrwrapper,C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR\nvdlisrwrapper.exe,,
nvstreamer,C:\Program Files\NVIDIA Corporation\NvStreamSrv\nvstreamer.exe,,
NVIDIA.SteamLauncher,C:\Program Files\NVIDIA Corporation\NvStreamSrv\SteamLauncher\NVIDIA.SteamLauncher.exe,,
nvsphelper64,C:\Program Files\NVIDIA Corporation\ShadowPlay\nvsphelper64.exe,,
NvProfileUpdater64,C:\Program Files\NVIDIA Corporation\Update Core\NvProfileUpdater64.exe,,
edb_pgagent_pg17,C:\Program Files\PostgreSQL\edb_pgagent_pg17.exe,,
pemhttpd,C:\Program Files\PostgreSQL\pemhttpd.exe,,
postgis_3_5_pg17,C:\Program Files\PostgreSQL\postgis_3_5_pg17.exe,,
uninstall-pgagent,C:\Program Files\PostgreSQL\17\uninstall-pgagent.exe,,
uninstall-postgis-bundle-pg17x64-3.5.2-2,C:\Program Files\PostgreSQL\17\uninstall-postgis-bundle-pg17x64-3.5.2-2.exe,,
uninstall-postgresql,C:\Program Files\PostgreSQL\17\uninstall-postgresql.exe,,
clusterdb,C:\Program Files\PostgreSQL\17\bin\clusterdb.exe,,
createdb,C:\Program Files\PostgreSQL\17\bin\createdb.exe,,
createuser,C:\Program Files\PostgreSQL\17\bin\createuser.exe,,
dropdb,C:\Program Files\PostgreSQL\17\bin\dropdb.exe,,
dropuser,C:\Program Files\PostgreSQL\17\bin\dropuser.exe,,
ecpg,C:\Program Files\PostgreSQL\17\bin\ecpg.exe,,
initdb,C:\Program Files\PostgreSQL\17\bin\initdb.exe,,
ogr2ogr,C:\Program Files\PostgreSQL\17\bin\ogr2ogr.exe,,
ogrinfo,C:\Program Files\PostgreSQL\17\bin\ogrinfo.exe,,
ogr_fdw_info,C:\Program Files\PostgreSQL\17\bin\ogr_fdw_info.exe,,
oid2name,C:\Program Files\PostgreSQL\17\bin\oid2name.exe,,
osm2pgrouting,C:\Program Files\PostgreSQL\17\bin\osm2pgrouting.exe,,
pgagent,C:\Program Files\PostgreSQL\17\bin\pgagent.exe,,
pgbench,C:\Program Files\PostgreSQL\17\bin\pgbench.exe,,
pgsql2shp,C:\Program Files\PostgreSQL\17\bin\pgsql2shp.exe,,
pg_amcheck,C:\Program Files\PostgreSQL\17\bin\pg_amcheck.exe,,
pg_archivecleanup,C:\Program Files\PostgreSQL\17\bin\pg_archivecleanup.exe,,
pg_basebackup,C:\Program Files\PostgreSQL\17\bin\pg_basebackup.exe,,
pg_checksums,C:\Program Files\PostgreSQL\17\bin\pg_checksums.exe,,
pg_combinebackup,C:\Program Files\PostgreSQL\17\bin\pg_combinebackup.exe,,
pg_config,C:\Program Files\PostgreSQL\17\bin\pg_config.exe,,
pg_controldata,C:\Program Files\PostgreSQL\17\bin\pg_controldata.exe,,
pg_createsubscriber,C:\Program Files\PostgreSQL\17\bin\pg_createsubscriber.exe,,
pg_ctl,C:\Program Files\PostgreSQL\17\bin\pg_ctl.exe,,
pg_dump,C:\Program Files\PostgreSQL\17\bin\pg_dump.exe,,
pg_dumpall,C:\Program Files\PostgreSQL\17\bin\pg_dumpall.exe,,
pg_isready,C:\Program Files\PostgreSQL\17\bin\pg_isready.exe,,
pg_receivewal,C:\Program Files\PostgreSQL\17\bin\pg_receivewal.exe,,
pg_recvlogical,C:\Program Files\PostgreSQL\17\bin\pg_recvlogical.exe,,
pg_resetwal,C:\Program Files\PostgreSQL\17\bin\pg_resetwal.exe,,
pg_restore,C:\Program Files\PostgreSQL\17\bin\pg_restore.exe,,
pg_rewind,C:\Program Files\PostgreSQL\17\bin\pg_rewind.exe,,
pg_test_fsync,C:\Program Files\PostgreSQL\17\bin\pg_test_fsync.exe,,
pg_test_timing,C:\Program Files\PostgreSQL\17\bin\pg_test_timing.exe,,
pg_upgrade,C:\Program Files\PostgreSQL\17\bin\pg_upgrade.exe,,
pg_verifybackup,C:\Program Files\PostgreSQL\17\bin\pg_verifybackup.exe,,
pg_waldump,C:\Program Files\PostgreSQL\17\bin\pg_waldump.exe,,
pg_walsummary,C:\Program Files\PostgreSQL\17\bin\pg_walsummary.exe,,
postgres,C:\Program Files\PostgreSQL\17\bin\postgres.exe,,
psql,C:\Program Files\PostgreSQL\17\bin\psql.exe,,
raster2pgsql,C:\Program Files\PostgreSQL\17\bin\raster2pgsql.exe,,
reindexdb,C:\Program Files\PostgreSQL\17\bin\reindexdb.exe,,
shp2pgsql,C:\Program Files\PostgreSQL\17\bin\shp2pgsql.exe,,
stackbuilder,C:\Program Files\PostgreSQL\17\bin\stackbuilder.exe,,
vacuumdb,C:\Program Files\PostgreSQL\17\bin\vacuumdb.exe,,
vacuumlo,C:\Program Files\PostgreSQL\17\bin\vacuumlo.exe,,
shp2pgsql-gui,C:\Program Files\PostgreSQL\17\bin\postgisgui\shp2pgsql-gui.exe,,
vcredist_x86,C:\Program Files\PostgreSQL\17\installer\vcredist_x86.exe,,
CreatePGPassconfForUser,C:\Program Files\PostgreSQL\17\installer\pgAgent\CreatePGPassconfForUser.exe,,
validateuser,C:\Program Files\PostgreSQL\17\installer\pgAgent\validateuser.exe,,
isolationtester,C:\Program Files\PostgreSQL\17\lib\pgxs\src\test\isolation\isolationtester.exe,,
pg_isolation_regress,C:\Program Files\PostgreSQL\17\lib\pgxs\src\test\isolation\pg_isolation_regress.exe,,
pg_regress,C:\Program Files\PostgreSQL\17\lib\pgxs\src\test\regress\pg_regress.exe,,
python,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\python.exe,,
pythonw,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\pythonw.exe,,
t32,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\distlib\t32.exe,,
t64-arm,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\distlib\t64-arm.exe,,
t64,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\distlib\t64.exe,,
w32,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\distlib\w32.exe,,
w64-arm,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\distlib\w64-arm.exe,,
w64,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\distlib\w64.exe,,
Pythonwin,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\pythonwin\Pythonwin.exe,,
cli-32,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\setuptools\cli-32.exe,,
cli-64,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\setuptools\cli-64.exe,,
cli-arm64,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\setuptools\cli-arm64.exe,,
cli,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\setuptools\cli.exe,,
gui-32,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\setuptools\gui-32.exe,,
gui-64,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\setuptools\gui-64.exe,,
gui-arm64,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\setuptools\gui-arm64.exe,,
gui,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\setuptools\gui.exe,,
pythonservice,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\win32\pythonservice.exe,,
winpty-agent,C:\Program Files\PostgreSQL\17\pgAdmin 4\python\Lib\site-packages\winpty\winpty-agent.exe,,
pgAdmin4,C:\Program Files\PostgreSQL\17\pgAdmin 4\runtime\pgAdmin4.exe,,
qbittorrent,C:\Program Files\qBittorrent\qbittorrent.exe,,
uninst,C:\Program Files\qBittorrent\uninst.exe,,
RestartRainmeter,C:\Program Files\Rainmeter\RestartRainmeter.exe,,
SkinInstaller,C:\Program Files\Rainmeter\SkinInstaller.exe,,
installer,C:\Program Files\Riot Vanguard\installer.exe,,
log-uploader,C:\Program Files\Riot Vanguard\log-uploader.exe,,
vgc,C:\Program Files\Riot Vanguard\vgc.exe,,
vgm,C:\Program Files\Riot Vanguard\vgm.exe,,
vgtray,C:\Program Files\Riot Vanguard\vgtray.exe,,
CefSharp.BrowserSubprocess,C:\Program Files\SafeExamBrowser\Application\CefSharp.BrowserSubprocess.exe,,
SafeExamBrowser.Client,C:\Program Files\SafeExamBrowser\Application\SafeExamBrowser.Client.exe,,
SafeExamBrowser,C:\Program Files\SafeExamBrowser\Application\SafeExamBrowser.exe,,
SEBConfigTool,C:\Program Files\SafeExamBrowser\Configuration\SEBConfigTool.exe,,
SafeExamBrowser.ResetUtility,C:\Program Files\SafeExamBrowser\Reset\SafeExamBrowser.ResetUtility.exe,,
SafeExamBrowser.Service,C:\Program Files\SafeExamBrowser\Service\SafeExamBrowser.Service.exe,,
ConfigSecurityPolicy,C:\Program Files\Windows Defender\ConfigSecurityPolicy.exe,,
MpCmdRun,C:\Program Files\Windows Defender\MpCmdRun.exe,,
MpCopyAccelerator,C:\Program Files\Windows Defender\MpCopyAccelerator.exe,,
MpDlpCmd,C:\Program Files\Windows Defender\MpDlpCmd.exe,,
MsMpEng,C:\Program Files\Windows Defender\MsMpEng.exe,,
NisSrv,C:\Program Files\Windows Defender\NisSrv.exe,,
OfflineScannerShell,C:\Program Files\Windows Defender\Offline\OfflineScannerShell.exe,,
wab,C:\Program Files\Windows Mail\wab.exe,,
wabmig,C:\Program Files\Windows Mail\wabmig.exe,,
setup_wm,C:\Program Files\Windows Media Player\setup_wm.exe,,
wmlaunch,C:\Program Files\Windows Media Player\wmlaunch.exe,,
wmpconfig,C:\Program Files\Windows Media Player\wmpconfig.exe,,
wmplayer,C:\Program Files\Windows Media Player\wmplayer.exe,,
wmpnetwk,C:\Program Files\Windows Media Player\wmpnetwk.exe,,
wmpnscfg,C:\Program Files\Windows Media Player\wmpnscfg.exe,,
wmprph,C:\Program Files\Windows Media Player\wmprph.exe,,
wmpshare,C:\Program Files\Windows Media Player\wmpshare.exe,,
wordpad,C:\Program Files\Windows NT\Accessories\wordpad.exe,,
ImagingDevices,C:\Program Files\Windows Photo Viewer\ImagingDevices.exe,,
Lively.UI.WinUI,C:\Program Files\WindowsApps\12030rocksdanister.LivelyWallpaper_1.0.144.0_x64__97hta09mmv6hy\Lively.UI.WinUI.exe,,
Lively,C:\Program Files\WindowsApps\12030rocksdanister.LivelyWallpaper_1.0.144.0_x64__97hta09mmv6hy\Build\Lively.exe,,
Lively.PlayerCefSharp,C:\Program Files\WindowsApps\12030rocksdanister.LivelyWallpaper_1.0.144.0_x64__97hta09mmv6hy\Build\Plugins\Cef\Lively.PlayerCefSharp.exe,,
mpv,C:\Program Files\WindowsApps\12030rocksdanister.LivelyWallpaper_1.0.144.0_x64__97hta09mmv6hy\Build\Plugins\Mpv\mpv.exe,,
Lively.Watchdog,C:\Program Files\WindowsApps\12030rocksdanister.LivelyWallpaper_1.0.144.0_x64__97hta09mmv6hy\Build\Plugins\Watchdog\Lively.Watchdog.exe,,
RoundedTB,C:\Program Files\WindowsApps\14082CryzenTechnologies.RoundedTB_1.3.1.0_neutral__6b5yntewjra3r\RoundedTB\RoundedTB.exe,,
TranslucentTB,C:\Program Files\WindowsApps\28017CharlesMilette.TranslucentTB_2025.1.0.0_x64__v826wp6bftszj\TranslucentTB.exe,,
ModernFlyouts,C:\Program Files\WindowsApps\32669SamG.ModernFlyouts_0.9.3.0_x64__pcy8vm99wrpcg\ModernFlyouts.exe,,
ModernFlyoutsHost,C:\Program Files\WindowsApps\32669SamG.ModernFlyouts_0.9.3.0_x64__pcy8vm99wrpcg\ModernFlyoutsHost.exe,,
Telegram,C:\Program Files\WindowsApps\38833FF26BA1D.UnigramPreview_11.11.1.0_x64__g9c9v27vpyspw\Telegram.exe,,
Telegram.Stub,C:\Program Files\WindowsApps\38833FF26BA1D.UnigramPreview_11.11.1.0_x64__g9c9v27vpyspw\Telegram.Stub\Telegram.Stub.exe,,
WhatsApp,C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2518.3.0_x64__cv1g1gvanyjgm\WhatsApp.exe,,
LinkedIn,C:\Program Files\WindowsApps\7EE7776C.LinkedInforWindows_3.0.42.0_x64__w1wdnht996qgy\LinkedIn.exe,,
amddmlfilters,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\amddmlfilters.exe,,
AMDIdentifyWindow,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\AMDIdentifyWindow.exe,,
AMDLink,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\AMDLink.exe,,
amdow,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\amdow.exe,,
AMDRSServ,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\AMDRSServ.exe,,
AMDRSSrcExt,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\AMDRSSrcExt.exe,,
ATISetup,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\ATISetup.exe,,
cncmd,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\cncmd.exe,,
CompressionUtility,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\CompressionUtility.exe,,
DuplicateDesktop,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\DuplicateDesktop.exe,,
EyefinityPro,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\EyefinityPro.exe,,
gpuup,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\gpuup.exe,,
LauncherRSXRuntime,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\LauncherRSXRuntime.exe,,
MMLoadDrv,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\MMLoadDrv.exe,,
MMLoadDrvPXDiscrete,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\MMLoadDrvPXDiscrete.exe,,
QtWebEngineProcess,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\QtWebEngineProcess.exe,,
RadeonSoftware,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\RadeonSoftware.exe,,
RSServCmd,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\RSServCmd.exe,,
videotrim,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\videotrim.exe,,
ZipUtility,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\ZipUtility.exe,,
FacebookClient,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\facebook\FacebookClient.exe,,
GfycatWrapper,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\Gfycat\GfycatWrapper.exe,,
GiphyWrapper,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\giphy\GiphyWrapper.exe,,
RestreamAPIWrapper,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\restream\RestreamAPIWrapper.exe,,
SinaWeiboWrapper,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\sinaWeibo\SinaWeiboWrapper.exe,,
StreamableAPIWrapper,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\streamable\StreamableAPIWrapper.exe,,
TwitchClient,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\twitch\TwitchClient.exe,,
TwitterWrapperClient,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\twitter\TwitterWrapperClient.exe,,
YoutubeAPIWrapper,C:\Program Files\WindowsApps\advancedmicrodevicesinc-2.amdradeonsoftware_10.22.20073.0_x64__0a9344xs7nr4m\radeonsoftware\youtube\YoutubeAPIWrapper.exe,,
ArmouryCrate,C:\Program Files\WindowsApps\B9ECED6F.ArmouryCrate_6.1.13.0_x64__qmba6cd70vzyy\ArmouryCrate.exe,,
ArmouryCrate.Diagnostics,C:\Program Files\WindowsApps\B9ECED6F.ArmouryCrate_6.1.13.0_x64__qmba6cd70vzyy\Win32Diagnostics\ArmouryCrate.Diagnostics.exe,,
ArmouryCrate.Win32Manager,C:\Program Files\WindowsApps\B9ECED6F.ArmouryCrate_6.1.13.0_x64__qmba6cd70vzyy\Win32Diagnostics\ArmouryCrate.Win32Manager.exe,,
ArmouryCrateControlInterface,C:\Program Files\WindowsApps\B9ECED6F.ArmouryCrate_6.1.13.0_x64__qmba6cd70vzyy\Win32Diagnostics\ArmouryCrateControlInterface.exe,,
BackgroundTaskUWP,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\BackgroundTaskUWP.exe,,
AsusKeyboardHost,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\HwAdjustPage\ATK Package\AsusKeyboardHost.exe,,
AsusOSD,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\HwAdjustPage\ATK Package\AsusOSD.exe,,
AsusExclusiveAgent,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\AsusExclusive\AsusExclusiveAgent.exe,,
AsusAFMFHost,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\HWSettings\AsusAFMFHost.exe,,
AsusAIAudioCameraHost,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\HWSettings\AsusAIAudioCameraHost.exe,,
AsusAudioHost,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\HWSettings\AsusAudioHost.exe,,
